Resolution,Date,Summary
A/HRC/38/L.24,2018/07/05,Elimination of all forms of discrimination against women and girls :amendment /Human Rights Council at its 38th session
A/HRC/38/L.35,2018/07/05,Elimination of all forms of discrimination against women and girls :amendment /Human Rights Council at its 38th session
A/HRC/38/L.32,2018/07/05,Accelerating efforts to eliminate violence against women and girls : preventing and responding to violence against women and girls in digital contexts :amendment /Human Rights Council at its 38th session
A/HRC/RES/38/12,2018/07/06,Civil society space : engagement with international and regional organizations :resolution /adopted by the Human Rights Council at its 38th session
A/HRC/RES/38/14,2018/07/06,Situation of human rights in Belarus :resolution /adopted by the Human Rights Council at its 38th session
A/HRC/RES/38/16,2018/07/06,The human rights situation in the Syrian Arab Republic :resolution /adopted by the Human Rights Council at its 38th session
A/HRC/RES/38/18,2018/07/06,The contribution of the Human Rights Council to the prevention of human rights violations :resolution /adopted by the Human Rights Council at its 38th session
A/HRC/38/L.26,2018/07/06,The promotion and protection of human rights in the context of peaceful protests :amendment /Human Rights Council at its 38th session
A/HRC/38/L.37,2018/07/06,Civil society space: engagement with international and regional organizations :amendment /Human Rights Council at its 38th session
A/HRC/38/L.38,2018/07/06,Civil society space: engagement with international and regional organizations :amendment /Human Rights Council at its 38th session
A/HRC/38/L.39,2018/07/06,Civil society space: engagement with international and regional organizations :amendment /Human Rights Council at its 38th session
A/HRC/38/L.28,2018/07/06,The human rights situation in the Syrian Arab Republic :amendment /Human Rights Council at its 38th session
A/HRC/38/L.29,2018/07/06,The human rights situation in the Syrian Arab Republic :amendment /Human Rights Council at its 38th session
A/HRC/38/L.30,2018/07/06,The human rights situation in the Syrian Arab Republic :amendment /Human Rights Council at its 38th session
A/HRC/38/L.31,2018/07/06,The human rights situation in the Syrian Arab Republic :amendment /Human Rights Council at its 38th session
A/HRC/38/L.27,2018/07/06,The contribution of the Human Rights Council to the prevention of human rights violations :amendment /Human Rights Council at its 38th session
A/HRC/RES/39/1,2018/09/27,Promotion and protection of human rights in the Bolivarian Republic of Venezuela :resolution /adopted by the Human Rights Council at its 39th session
A/HRC/RES/39/2,2018/09/27,Situation of human rights of Rohingya Muslims and other minorities in Myanmar :resolution /adopted by the Human Rights Council at its 39th session
A/HRC/RES/39/4,2018/09/27,Promotion of a democratic and equitable international order :resolution /adopted by the Human Rights Council at its 39th session
A/HRC/RES/39/5,2018/09/27,The use of mercenaries as a means of violating human rights and impeding the exercise of the right of peoples to self-determination :resolution /adopted by the Human Rights Council at its 39th session
A/HRC/RES/39/8,2018/09/27,The human rights to safe drinking water and sanitation :resolution /adopted by the Human Rights Council at its 39th session
A/HRC/RES/39/9,2018/09/27,The right to development :resolution /adopted by the Human Rights Council at its 39th session
A/HRC/39/L.25,2018/09/27,The human rights to safe drinking water and sanitation :amendment /Human Rights Council at its 39th session
A/HRC/39/L.31,2018/09/27,Preventable maternal mortality and morbidity and human rights in humanitarian settings :amendment /Human Rights Council at its 39th session
A/HRC/RES/39/12,2018/09/28,United Nations Declaration on the Rights of Peasants and Other People Working in Rural Areas :resolution /adopted by the Human Rights Council at its 39th session
A/HRC/RES/39/14,2018/09/28,Situation of human rights in Burundi :resolution /adopted by the Human Rights Council at its 39th session
A/HRC/RES/39/15,2018/09/28,The human rights situation in the Syrian Arab Republic :resolution /adopted by the Human Rights Council at its 39th session
A/HRC/RES/39/16,2018/09/28,Human rights situation in Yemen :resolution /adopted by the Human Rights Council at its 39th session
A/HRC/39/L.26,2018/09/28,The human rights situation in the Syrian Arab Republic :amendment /Human Rights Council at its 39th session
A/HRC/39/L.27,2018/09/28,The human rights situation in the Syrian Arab Republic :amendment /Human Rights Council at its 39th session
A/HRC/39/L.28,2018/09/28,The human rights situation in the Syrian Arab Republic :amendment /Human Rights Council at its 39th session
A/HRC/39/L.29,2018/09/28,The human rights situation in the Syrian Arab Republic :amendment /Human Rights Council at its 39th session
A/HRC/39/L.30,2018/09/28,National human rights institutions :amendment /Human Rights Council at its 39th session
