Resolution,Date,Summary
A/HRC/56/L.41,2024/07/11,The promotion and protection of human rights in the context of peaceful protests :amendment /Human Rights Council at its 56th session
A/HRC/56/L.42,2024/07/11,The promotion and protection of human rights in the context of peaceful protests :amendment /Human Rights Council at its 56th session
A/HRC/56/L.44,2024/07/11,The promotion and protection of human rights in the context of peaceful protests :amendment /Human Rights Council at its 56th session
A/HRC/56/L.45,2024/07/11,The promotion and protection of human rights in the context of peaceful protests :amendment /Human Rights Council at its 56th session
A/HRC/RES/56/20,2024/07/12,Human rights in the context of HIV and AIDS :resolution /adopted by the Human Rights Council at its 56th session
A/HRC/RES/56/21,2024/07/12,Accelerating progress towards preventing adolescent girls’ pregnancy :resolution /adopted by the Human Rights Council at its 56th session
A/HRC/56/L.29,2024/07/12,Human rights in the context of HIV and AIDS :amendment /Human Rights Council at its 56th session
A/HRC/RES/56/L.31,2024/07/12,Human rights in the context of HIV and AIDS :amendment /Human Rights Council at its 56th session
A/HRC/RES/56/L.32,2024/07/12,Human rights in the context of HIV and AIDS :amendment /Human Rights Council at its 56th session
A/HRC/RES/56/L.33,2024/07/12,Human rights in the context of HIV and AIDS :amendment /Human Rights Council at its 56th session
A/HRC/RES/56/L.34,2024/07/12,Human rights in the context of HIV and AIDS :amendment /Human Rights Council at its 56th session
A/HRC/RES/56/L.30,2024/07/12,Human rights in the context of HIV and AIDS :amendment /Human Rights Council at its 56th session
A/HRC/56/L.46,2024/07/12,Elimination of all forms of discrimination against women and  girls :amendment /Human Rights Council at its 56th session
A/HRC/56/L.47,2024/07/12,Elimination of all forms of discrimination against women and  girls :amendment /Human Rights Council at its 56th session
A/HRC/56/L.48,2024/07/12,Elimination of all forms of discrimination against women and  girls :amendment /Human Rights Council at its 56th session
A/HRC/56/L.49,2024/07/12,Elimination of all forms of discrimination against women and  girls :amendment /Human Rights Council at its 56th session
A/HRC/56/L.51,2024/07/12,Elimination of all forms of discrimination against women and  girls :amendment /Human Rights Council at its 56th session
A/HRC/RES/57/2,2024/10/09,Responding to the human rights and humanitarian crisis caused by the ongoing armed conflict in the Sudan :resolution /adopted by the Human Rights Council at its 57th session
A/HRC/RES/57/7,2024/10/09,Promotion of a democratic and equitable international order :resolution /adopted by the Human Rights Council at its 57th session
A/HRC/RES/57/8,2024/10/09,Use of mercenaries as a means of violating human rights and impeding the exercise of the right of peoples to self-determination :resolution /adopted by the Human Rights Council at its 57th session
A/HRC/RES/57/19,2024/10/10,The right to development  :resolution /adopted by the Human Rights Council at its 57th session
A/HRC/RES/57/20,2024/10/10,Situation of human rights in the Russian Federation :resolution /adopted by the Human Rights Council at its 57th session
A/HRC/RES/57/21,2024/10/10,Situation of human rights in the Syrian Arab Republic  :resolution /adopted by the Human Rights Council at its 57th session
A/HRC/RES/57/22,2024/10/10,Situation of human rights in Burundi :resolution /adopted by the Human Rights Council at its 57th session
A/HRC/RES/57/25,2024/10/10,"From rhetoric to reality: a global call for concrete action against racism, racial discrimination, xenophobia and related intolerance :resolution /adopted by the Human Rights Council at its 57th session"
A/HRC/RES/57/33,2024/10/11,Cooperation with Georgia :resolution /adopted by the Human Rights Council at its 57th session
A/HRC/RES/57/36,2024/10/11,Situation of human rights in the Bolivarian Republic of Venezuela :resolution /adopted by the Human Rights Council at its 57th session
A/HRC/57/L.39,2024/10/11,Youth and human rights :amendment /Human Rights Council at its 57th session
A/HRC/57/L.40,2024/10/11,Situation of human rights in the Bolivarian Republic of Venezuela :amendment /Human Rights Council at its 57th session
A/HRC/57/L.41,2024/10/11,Situation of human rights in the Bolivarian Republic of Venezuela :amendment /Human Rights Council at its 57th session
A/HRC/57/L.42,2024/10/11,Situation of human rights in the Bolivarian Republic of Venezuela :amendment /Human Rights Council at its 57th session
A/HRC/57/L.43,2024/10/11,Situation of human rights in the Bolivarian Republic of Venezuela :amendment /Human Rights Council at its 57th session
